Id;DistrictId;Rooms;Square;LifeSquare;KitchenSquare;Floor;HouseFloor;HouseYear;Ecology_1;Ecology_2;Ecology_3;Social_1;Social_2;Social_3;Healthcare_1;Helthcare_2;Shops_1;Shops_2;Price;bigger_then_mean;number_of_ad;ads_category;many_ads;normally_ads
6650;84;3.0;54.94966;41.870106;6.0;2;5.0;1962;0.006076152;0;0;30;5285;0;645.0;6;6;0;235946.89;0;80;normally_ads;0.0;1.0
6590;11;1.0;32.384;21.663929;6.0;10;10.0;1972;0.000169676;0;0;36;5992;0;30.0;1;1;0;151026.16;0;129;normally_ads;0.0;1.0
9427;27;1.0;43.154324;21.663929;10.0;13;17.0;2013;0.21140121;0;0;9;1892;0;262.0;0;1;0;66242.6;1;851;many_ads;1.0;0.0
10728;6;2.0;56.055824;31.122702;9.0;5;17.0;2011;0.24320452;0;0;5;1564;0;540.0;0;0;0;85423.59;0;511;many_ads;1.0;0.0
9223;9;3.0;86.39226;84.05824;1.0;6;6.0;2017;0.16153175;0;0;25;5648;1;30.0;2;4;0;235852.75;1;294;normally_ads;0.0;1.0
3856;13;2.0;55.83275;35.96711;9.0;19;19.0;1999;0.0907991;0;0;74;19083;2;1406.0;5;15;0;241068.9;0;97;normally_ads;0.0;1.0
3023;96;1.0;38.625072;21.663929;8.0;16;17.0;1997;0.041116353;0;0;53;14892;4;2300.0;1;4;0;171461.0;0;71;normally_ads;0.0;1.0
9159;27;1.0;32.4818;16.434849;6.0;10;25.0;1977;0.072157584;0;0;2;629;1;262.0;0;0;1;99838.19;0;851;many_ads;1.0;0.0
8511;21;3.0;59.101257;40.219585;5.0;6;6.0;1958;0.034331497;0;0;25;5487;3;35.0;0;4;0;149240.73;0;165;normally_ads;0.0;1.0
6432;6;1.0;44.965492;21.663929;1.0;5;17.0;1977;0.24320452;0;0;5;1564;0;540.0;0;0;0;124480.62;1;511;many_ads;1.0;0.0
15082;3;3.0;74.705696;45.41711;8.0;9;14.0;1997;0.26508868;0;0;37;5288;0;1937.0;3;2;0;402216.53;0;82;normally_ads;0.0;1.0
14465;5;1.0;45.98925;21.663929;1.0;7;7.0;2015;0.15081754;0;0;16;3433;4;2643.0;4;5;0;282277.5;1;34;few_ads;0.0;0.0
14702;178;4.0;82.62372;60.541683;7.0;3;7.0;1960;0.4605564;0;0;20;4386;14;2672.0;1;5;0;380689.47;0;7;few_ads;0.0;0.0
8452;93;1.0;39.45827;21.663929;10.0;5;21.0;2013;0.050900057;0;0;43;10621;1;30.0;2;3;0;137045.06;0;73;normally_ads;0.0;1.0
13102;14;1.0;36.79657;21.663929;9.0;12;12.0;1974;0.042031586;0;0;37;6856;84;1940.0;2;5;0;179619.36;1;17;few_ads;0.0;0.0
14542;9;1.0;43.25945;21.663929;1.0;13;13.0;1977;0.16153175;0;0;25;5648;1;30.0;2;4;0;129781.34;1;294;normally_ads;0.0;1.0
4386;27;1.0;29.563429;21.663929;1.0;12;19.0;1977;0.21140121;0;0;9;1892;0;262.0;0;1;0;78119.88;0;851;many_ads;1.0;0.0
15210;27;1.0;39.861633;21.663929;6.0;7;25.0;2013;0.072157584;0;0;2;629;1;262.0;0;0;1;103567.516;0;851;many_ads;1.0;0.0
6214;67;2.0;47.65601;31.541555;6.0;4;9.0;1977;0.10045574;0;0;43;7227;0;4508.0;1;6;1;195384.72;0;61;normally_ads;0.0;1.0
15138;169;3.0;78.1195;46.96048;1.0;4;16.0;2015;0.1789168;0;0;18;3594;4;192.0;1;5;0;326786.7;0;22;few_ads;0.0;0.0
8802;13;1.0;41.838833;21.663929;10.0;8;22.0;1998;0.0907991;0;0;74;19083;2;1406.0;5;15;0;184648.56;1;97;normally_ads;0.0;1.0
13099;27;1.0;37.722973;21.663929;1.0;16;22.0;1977;0.21140121;0;0;9;1892;0;262.0;0;1;0;101776.65;0;851;many_ads;1.0;0.0
6999;152;2.0;39.12201;19.586464;7.0;8;9.0;1965;0.042031586;0;0;37;6856;84;1940.0;2;5;0;240474.06;0;7;few_ads;0.0;0.0
11348;48;1.0;39.098713;21.663929;8.0;2;12.0;1983;0.041124634;0;0;46;9515;5;2620.0;1;10;0;198493.97;0;90;normally_ads;0.0;1.0
4120;22;2.0;64.45515;60.243214;1.0;7;17.0;1977;0.11853738;0;0;30;6207;1;1183.0;1;0;0;188075.03;1;78;normally_ads;0.0;1.0
12963;63;2.0;46.323406;32.926983;5.0;5;5.0;1963;0.23861714;0;0;26;3889;6;705.0;3;6;0;239024.89;0;43;few_ads;0.0;0.0
6309;27;1.0;35.414192;21.663929;9.0;3;12.0;1999;0.041116353;0;0;53;14892;4;262.0;1;4;0;148427.45;0;851;many_ads;1.0;0.0
9777;45;2.0;45.857594;32.554848;5.0;3;5.0;1961;0.014423114;0;0;19;3806;4;1036.0;0;3;0;196486.58;0;116;normally_ads;0.0;1.0
3641;1;1.0;42.375114;21.663929;1.0;16;17.0;1977;0.007122317;0;0;1;264;0;645.0;0;1;0;161634.19;0;652;many_ads;1.0;0.0
9648;23;1.0;42.603043;21.663929;6.0;8;17.0;1977;0.07577875;0;0;6;1437;3;1406.0;0;2;0;111728.62;1;565;many_ads;1.0;0.0
11821;27;1.0;41.674965;21.663929;6.0;14;19.0;1977;0.21140121;0;0;9;1892;0;262.0;0;1;0;97494.67;0;851;many_ads;1.0;0.0
15956;109;2.0;62.38871;31.700384;9.0;14;24.0;2009;0.1363303;0;0;30;6141;10;262.0;3;6;0;408520.97;1;41;few_ads;0.0;0.0
12037;23;3.0;77.59831;46.96048;1.0;9;25.0;1977;0.07577875;0;0;6;1437;3;1406.0;0;2;0;208372.83;0;565;many_ads;1.0;0.0
604;7;2.0;76.01298;35.83222;11.0;14;16.0;1996;0.035145268;0;0;42;9292;3;2620.0;0;3;0;339743.47;1;92;normally_ads;0.0;1.0
14022;41;3.0;69.39119;43.813534;8.0;12;16.0;1981;0.1278116;0;0;28;7287;5;320.0;1;3;0;321152.8;0;87;normally_ads;0.0;1.0
11168;48;3.0;97.66491;46.96048;1.0;16;16.0;2015;0.041124634;0;0;46;9515;5;2620.0;1;10;0;469123.88;1;90;normally_ads;0.0;1.0
15939;114;1.0;33.98965;21.663929;4.0;5;12.0;1966;0.32701802;0;0;12;2270;23;2500.0;1;0;0;187288.0;1;12;few_ads;0.0;0.0
4365;100;3.0;69.82364;48.755318;8.0;2;8.0;1960;0.20014681;0;0;23;3975;8;770.0;2;0;0;442173.47;1;25;few_ads;0.0;0.0
12828;27;1.0;40.288834;21.663929;6.0;11;11.0;2016;0.21140121;0;0;9;1892;0;262.0;0;1;0;95779.61;0;851;many_ads;1.0;0.0
10968;33;2.0;66.16019;32.554848;1.0;6;6.0;1977;0.23610845;0;0;16;3893;27;800.0;3;10;0;300917.5;1;31;few_ads;0.0;0.0
12714;3;2.0;51.23135;34.104843;8.0;13;17.0;1989;0.26508868;0;0;37;5288;0;1937.0;3;2;0;267947.7;1;82;normally_ads;0.0;1.0
3948;133;2.0;65.39927;36.601933;6.0;1;11.0;1957;0.31980935;0;0;25;4756;16;2857.0;5;8;0;283974.78;1;5;few_ads;0.0;0.0
5789;80;2.0;56.093586;32.302284;8.0;16;17.0;1984;0.0;0;0;39;8647;0;810.0;0;5;0;241209.58;1;31;few_ads;0.0;0.0
7327;123;2.0;56.295433;33.736233;9.0;5;17.0;2007;0.0;0;0;47;11319;0;1145.0;3;5;0;316077.44;0;32;few_ads;0.0;0.0
2918;101;2.0;38.946087;19.410543;7.0;4;9.0;1965;0.22582495;1;0;41;6558;7;1548.0;3;2;0;206442.23;0;97;normally_ads;0.0;1.0
13697;59;2.0;59.83872;36.332935;1.0;24;25.0;2013;0.30947912;0;0;35;7715;4;990.0;0;6;0;320070.5;0;67;normally_ads;0.0;1.0
11288;1;3.0;80.95064;46.96048;1.0;13;17.0;1977;0.007122317;0;0;1;264;0;645.0;0;1;0;261980.75;0;652;many_ads;1.0;0.0
4778;27;1.0;42.656357;22.609407;10.0;12;18.0;2014;0.072157584;0;0;2;629;1;262.0;0;0;1;74403.555;0;851;many_ads;1.0;0.0
3972;94;1.0;32.51037;21.663929;6.0;7;9.0;1975;0.1273759;0;0;43;8429;3;30.0;3;9;0;141468.23;0;89;normally_ads;0.0;1.0
9090;27;1.0;42.664818;21.663929;8.0;2;6.0;1999;0.041116353;0;0;53;14892;4;262.0;1;4;0;170764.31;0;851;many_ads;1.0;0.0
9341;44;3.0;55.513542;39.424095;6.0;3;9.0;2012;0.036122292;0;0;24;4378;0;1036.0;1;1;0;142037.27;0;104;normally_ads;0.0;1.0
7498;62;1.0;44.92664;21.663929;6.0;14;14.0;1977;0.072157584;0;0;2;629;1;80.0;0;0;1;111077.695;0;247;normally_ads;0.0;1.0
12565;59;1.0;46.901814;26.854864;10.0;13;21.0;2018;0.019508796;0;0;37;7687;11;176.0;5;5;0;298166.4;1;67;normally_ads;0.0;1.0
3911;38;1.0;98.41264;97.20109;1.0;7;7.0;1977;0.060753047;0;0;15;2787;2;520.0;0;7;0;434949.4;1;36;few_ads;0.0;0.0
5673;99;3.0;74.52176;44.7619;10.0;11;17.0;1994;0.03349371;0;0;66;10573;1;1322.0;3;8;0;332722.9;1;97;normally_ads;0.0;1.0
11679;9;1.0;39.297356;21.663929;9.0;19;22.0;1990;0.13624443;0;0;11;2370;0;1130.0;0;1;0;139162.56;0;294;normally_ads;0.0;1.0
13708;24;2.0;51.954624;32.554848;6.0;13;13.0;1977;0.11162739;0;0;50;12238;8;1970.0;2;3;0;296550.56;0;35;few_ads;0.0;0.0
14753;44;2.0;59.449467;36.00579;8.0;4;5.0;1963;0.036122292;0;0;24;4378;0;1036.0;1;1;0;232379.31;1;104;normally_ads;0.0;1.0
13522;12;1.0;41.24541;21.663929;10.0;10;22.0;1989;0.0907991;0;0;74;19083;2;1548.0;5;15;0;196082.48;1;64;normally_ads;0.0;1.0
15700;90;1.0;48.407574;21.663929;8.0;5;15.0;1973;0.26508868;0;0;37;5288;0;1937.0;3;2;0;91329.61;1;72;normally_ads;0.0;1.0
1675;91;2.0;45.479588;32.554848;5.0;5;9.0;1968;0.33389154;0;0;30;6564;1;2715.0;0;0;0;225782.81;1;44;few_ads;0.0;0.0
14182;27;2.0;56.545116;43.009575;1.0;7;17.0;2016;0.011654127;0;0;4;915;0;262.0;0;0;0;136395.97;0;851;many_ads;1.0;0.0
10742;46;2.0;46.06936;29.930336;5.0;7;9.0;1969;0.0;0;0;47;11319;0;1145.0;3;5;0;224176.47;0;119;normally_ads;0.0;1.0
3908;9;2.0;52.30066;32.554848;8.0;17;22.0;1991;0.13624443;0;0;11;2370;0;1130.0;0;1;0;195430.03;0;294;normally_ads;0.0;1.0
8559;17;3.0;72.8209;48.310158;7.0;7;19.0;1970;0.0;0;0;18;3374;5;620.0;1;2;0;368177.5;0;59;normally_ads;0.0;1.0
1388;54;2.0;74.74731;32.554848;1.0;7;22.0;1977;0.006076152;0;0;30;5285;0;645.0;6;6;0;431137.94;1;37;few_ads;0.0;0.0
3778;111;1.0;39.08134;21.663929;7.0;4;16.0;1981;0.09344257;0;0;23;4635;5;3300.0;2;4;0;213835.77;1;49;few_ads;0.0;0.0
13695;48;2.0;53.789158;30.437855;8.0;11;12.0;1984;0.041124634;0;0;46;9515;5;2620.0;1;10;0;328899.97;0;90;normally_ads;0.0;1.0
588;119;3.0;54.569412;39.06435;5.0;5;5.0;1966;0.000995363;0;0;42;7651;1;1450.0;1;5;0;182752.5;0;49;few_ads;0.0;0.0
11317;91;2.0;46.719345;30.475502;5.0;7;12.0;1972;0.33389154;0;0;30;6564;1;2715.0;0;0;0;194439.95;1;44;few_ads;0.0;0.0
9054;108;2.0;37.883575;32.554848;4.0;9;9.0;1960;0.0;0;0;25;5027;4;46.0;1;1;0;236829.17;0;27;few_ads;0.0;0.0
9800;59;2.0;44.347202;31.940783;6.0;9;9.0;1971;0.019508796;0;0;37;7687;11;176.0;5;5;0;285165.9;0;67;normally_ads;0.0;1.0
6458;1;2.0;67.75584;46.22029;9.0;8;17.0;2016;0.007122317;0;0;1;264;0;645.0;0;1;0;210234.1;1;652;many_ads;1.0;0.0
11178;67;1.0;36.117893;21.663929;9.0;10;16.0;1981;0.10045574;0;0;43;7227;0;4508.0;1;6;1;168713.62;0;61;normally_ads;0.0;1.0
5020;58;3.0;80.826935;52.192616;10.0;6;17.0;1999;0.050755568;0;0;24;5469;1;145.0;0;1;0;338474.75;1;179;normally_ads;0.0;1.0
12786;27;1.0;43.52813;21.663929;1.0;8;17.0;2014;0.017647052;0;0;2;469;0;262.0;0;0;0;129628.805;1;851;many_ads;1.0;0.0
13625;6;1.0;38.385582;21.663929;1.0;3;17.0;1977;0.24320452;0;0;5;1564;0;540.0;0;0;0;121189.93;0;511;many_ads;1.0;0.0
3732;112;1.0;40.40659;21.663929;3.0;5;9.0;1974;0.06966034;0;0;31;6119;4;350.0;1;2;0;113050.23;0;4;few_ads;0.0;0.0
10326;6;3.0;83.718124;46.96048;1.0;6;17.0;1977;0.24320452;0;0;5;1564;0;540.0;0;0;0;221395.3;1;511;many_ads;1.0;0.0
3208;52;3.0;81.43962;46.96048;1.0;17;17.0;1977;0.371149;0;0;34;7065;1;750.0;2;5;0;177875.7;1;143;normally_ads;0.0;1.0
14011;28;1.0;31.695631;21.663929;6.0;9;9.0;1964;0.11853738;0;0;30;6207;1;1183.0;1;0;0;154860.03;0;79;normally_ads;0.0;1.0
12386;23;2.0;63.589962;32.554848;1.0;5;5.0;1977;0.07577875;0;0;6;1437;3;1406.0;0;2;0;144708.8;1;565;many_ads;1.0;0.0
13166;88;2.0;44.652912;32.554848;5.0;10;12.0;1974;0.1273759;0;0;43;8429;3;810.0;3;9;0;207534.66;0;64;normally_ads;0.0;1.0
11678;105;1.0;34.571804;21.663929;6.0;8;9.0;1975;0.06966034;0;0;31;6119;4;628.0;1;2;0;177058.12;0;55;few_ads;0.0;0.0
15636;32;1.0;33.782207;21.663929;6.0;9;9.0;1970;0.13564979;0;0;46;7960;6;350.0;3;11;0;159383.98;0;34;few_ads;0.0;0.0
14628;27;2.0;55.883114;33.34757;10.0;12;17.0;2017;0.011654127;0;0;4;915;0;262.0;0;0;0;153968.4;0;851;many_ads;1.0;0.0
12384;47;1.0;38.62349;21.663929;7.0;6;14.0;2006;0.19736795;0;0;8;2423;1;32.0;0;1;0;162818.72;0;97;normally_ads;0.0;1.0
8055;32;3.0;77.101494;49.892746;10.0;9;16.0;1984;0.13564979;0;0;46;7960;6;350.0;3;11;0;409862.4;1;34;few_ads;0.0;0.0
13017;54;3.0;68.17371;48.995983;8.0;1;4.0;1950;0.006076152;0;0;30;5285;0;645.0;6;6;0;160694.58;0;37;few_ads;0.0;0.0
11236;1;3.0;79.210014;46.96048;10.0;7;17.0;2016;0.007122317;0;0;1;264;0;645.0;0;1;0;219759.36;0;652;many_ads;1.0;0.0
12932;35;1.0;46.287193;21.663929;1.0;13;13.0;2015;0.08903972;0;0;33;7976;5;800.0;0;11;0;195895.98;1;22;few_ads;0.0;0.0
16386;58;1.0;56.072582;21.663929;1.0;4;9.0;1977;0.43788525;0;0;23;5735;3;1084.0;0;5;0;118415.0;1;179;normally_ads;0.0;1.0
16663;96;1.0;39.583736;21.663929;10.0;8;16.0;2004;0.041116353;0;0;53;14892;4;2300.0;1;4;0;154045.56;0;71;normally_ads;0.0;1.0
5372;27;1.0;45.202793;21.663929;1.0;6;17.0;2013;0.01405792;0;0;1;290;0;262.0;0;0;0;80178.57;1;851;many_ads;1.0;0.0
1702;121;2.0;47.545753;32.554848;6.0;1;9.0;1971;0.21251535;0;0;19;3293;16;628.0;3;7;0;205003.58;0;25;few_ads;0.0;0.0
2635;96;1.0;42.476704;21.663929;8.0;5;12.0;2003;0.041116353;0;0;53;14892;4;2300.0;1;4;0;172894.06;1;71;normally_ads;0.0;1.0
16322;177;4.0;74.17228;53.64918;6.0;4;16.0;1970;0.0;0;0;36;6714;2;2672.0;0;2;0;338641.25;0;10;few_ads;0.0;0.0
6876;30;2.0;54.451126;52.22018;1.0;10;17.0;1977;7.81528e-05;0;0;22;6398;141;1046.0;3;23;0;203578.36;0;228;normally_ads;0.0;1.0
8429;67;3.0;88.04193;46.96048;1.0;16;22.0;1977;0.007720282;0;0;38;4788;2;4508.0;0;4;0;232204.66;1;61;normally_ads;0.0;1.0
14244;30;1.0;40.36208;21.663929;1.0;17;22.0;1977;7.81528e-05;0;0;22;6398;141;1046.0;3;23;0;126751.45;0;228;normally_ads;0.0;1.0
3385;23;1.0;33.56089;31.57044;1.0;8;9.0;2017;0.03465608;0;0;0;168;0;1406.0;0;0;0;63839.1;0;565;many_ads;1.0;0.0
14082;13;1.0;44.037563;21.663929;8.0;5;12.0;1996;0.0907991;0;0;74;19083;2;1406.0;5;15;0;188395.64;1;97;normally_ads;0.0;1.0
735;2;1.0;59.05677;21.663929;12.0;4;22.0;2007;0.30947912;0;0;35;7715;4;990.0;0;6;0;328346.44;1;78;normally_ads;0.0;1.0
10368;130;3.0;56.452274;39.70332;5.0;7;9.0;1965;0.34107193;0;0;27;5664;48;2300.0;3;11;0;272783.88;0;29;few_ads;0.0;0.0
2543;59;1.0;40.354645;21.663929;6.0;2;14.0;1974;0.30947912;0;0;35;7715;4;990.0;0;6;0;156736.45;0;67;normally_ads;0.0;1.0
15906;1;2.0;61.734562;32.554848;1.0;8;8.0;2017;0.007122317;0;0;1;264;0;645.0;0;1;0;181580.03;0;652;many_ads;1.0;0.0
13072;59;2.0;50.391815;32.893257;8.0;8;17.0;1986;0.019508796;0;0;37;7687;11;176.0;5;5;0;326174.2;0;67;normally_ads;0.0;1.0
6487;30;2.0;75.63255;42.18175;14.0;4;4.0;1977;7.81528e-05;0;0;22;6398;141;1046.0;3;23;0;132039.42;1;228;normally_ads;0.0;1.0
16503;27;2.0;59.71459;32.554848;6.0;5;12.0;1977;0.011654127;0;0;4;915;0;262.0;0;0;0;139881.19;0;851;many_ads;1.0;0.0
9807;107;3.0;81.366005;56.3046;8.0;6;9.0;1961;0.050272014;0;0;21;4231;14;1020.0;0;3;0;447933.56;1;23;few_ads;0.0;0.0
10620;38;1.0;46.318848;21.663929;1.0;15;15.0;2014;0.060753047;0;0;15;2787;2;520.0;0;7;0;236093.11;0;36;few_ads;0.0;0.0
14419;132;3.0;65.86912;48.614094;7.0;8;16.0;1973;0.007658515;0;0;35;7077;56;2301.0;3;19;0;383565.62;0;12;few_ads;0.0;0.0
325;101;1.0;32.937435;21.663929;5.0;7;7.0;1971;0.22582495;1;0;41;6558;7;1548.0;3;2;0;139657.14;0;97;normally_ads;0.0;1.0
8564;6;1.0;44.647552;21.663929;9.0;19;19.0;2016;0.24320452;0;0;5;1564;0;540.0;0;0;0;137595.75;1;511;many_ads;1.0;0.0
1583;1;2.0;64.97179;32.554848;10.0;19;24.0;2017;0.007122317;0;0;1;264;0;645.0;0;1;0;212894.55;1;652;many_ads;1.0;0.0
10314;96;2.0;58.993557;33.807095;11.0;9;14.0;2004;0.041116353;0;0;53;14892;4;2300.0;1;4;0;235471.66;1;71;normally_ads;0.0;1.0
13613;147;2.0;41.525814;32.554848;6.0;5;14.0;1975;0.31980935;0;0;25;4756;16;2857.0;5;8;0;208333.69;0;15;few_ads;0.0;0.0
6220;66;2.0;43.736317;32.40462;5.0;9;9.0;1972;0.11162739;0;0;50;12238;8;1970.0;2;3;0;249122.44;0;62;normally_ads;0.0;1.0
8374;25;2.0;75.9644;45.17958;11.0;2;25.0;2009;0.069753364;0;0;53;13670;4;1970.0;1;11;0;188098.05;1;77;normally_ads;0.0;1.0
4569;22;2.0;68.7783;61.819942;1.0;4;17.0;1977;0.11853738;0;0;30;6207;1;1183.0;1;0;0;189098.44;1;78;normally_ads;0.0;1.0
342;52;1.0;33.481415;21.663929;6.0;10;10.0;1975;0.371149;0;0;34;7065;1;750.0;2;5;0;137341.6;0;143;normally_ads;0.0;1.0
8823;7;2.0;59.46692;33.74659;9.0;18;18.0;2016;0.13061781;0;0;39;10418;9;900.0;1;9;0;71291.55;1;92;normally_ads;0.0;1.0
11302;111;1.0;44.34916;21.663929;8.0;5;12.0;1986;0.09344257;0;0;23;4635;5;3300.0;2;4;0;243040.14;1;49;few_ads;0.0;0.0
741;13;1.0;40.27022;21.663929;8.0;5;12.0;1982;0.0907991;0;0;74;19083;2;1406.0;5;15;0;194107.02;1;97;normally_ads;0.0;1.0
377;30;1.0;37.593864;21.663929;6.0;3;3.0;1977;7.81528e-05;0;0;22;6398;141;1046.0;3;23;0;131908.22;0;228;normally_ads;0.0;1.0
10360;30;1.0;42.06277;39.82431;1.0;10;17.0;2015;7.81528e-05;0;0;22;6398;141;1046.0;3;23;0;102227.31;0;228;normally_ads;0.0;1.0
535;2;3.0;74.19905;44.73589;10.0;5;14.0;2008;0.035145268;0;0;42;9292;3;2620.0;0;3;0;512797.38;0;78;normally_ads;0.0;1.0
4597;54;2.0;38.137955;18.602413;7.0;8;9.0;1967;0.006076152;0;0;30;5285;0;645.0;6;6;0;224757.98;0;37;few_ads;0.0;0.0
10233;45;2.0;66.67958;32.554848;1.0;15;17.0;1977;0.19578105;0;0;23;5212;6;1036.0;3;2;0;192084.11;1;116;normally_ads;0.0;1.0
4211;1;3.0;77.563255;57.928936;1.0;4;17.0;1977;0.007122317;0;0;1;264;0;645.0;0;1;0;221143.1;0;652;many_ads;1.0;0.0
10100;53;1.0;40.6555;21.663929;10.0;18;19.0;2017;0.049637258;0;0;34;7759;0;229.0;1;3;0;199166.2;1;174;normally_ads;0.0;1.0
4500;23;1.0;30.190298;21.663929;6.0;8;17.0;2013;0.03465608;0;0;0;168;0;1406.0;0;0;0;102069.27;0;565;many_ads;1.0;0.0
12208;27;1.0;38.85689;21.663929;1.0;17;17.0;1977;0.011654127;0;0;4;915;0;262.0;0;0;0;125387.984;0;851;many_ads;1.0;0.0
5053;69;2.0;54.885933;35.392197;9.0;5;16.0;1983;0.000991363;0;0;33;6783;3;620.0;1;9;0;320532.72;0;29;few_ads;0.0;0.0
2101;63;1.0;50.154873;30.107922;10.0;14;17.0;2018;0.23861714;0;0;26;3889;6;705.0;3;6;0;280202.2;1;43;few_ads;0.0;0.0
11087;9;2.0;60.987083;32.554848;1.0;5;5.0;1977;0.16153175;0;0;25;5648;1;30.0;2;4;0;179144.81;1;294;normally_ads;0.0;1.0
14439;6;2.0;53.318737;32.554848;1.0;6;17.0;1977;0.24320452;0;0;5;1564;0;540.0;0;0;0;147639.03;0;511;many_ads;1.0;0.0
10161;62;1.0;54.101322;34.05437;10.0;4;17.0;2015;0.072157584;0;0;2;629;1;80.0;0;0;1;135613.03;1;247;normally_ads;0.0;1.0
16034;9;2.0;54.029392;31.062162;8.0;7;17.0;1992;0.16153175;0;0;25;5648;1;30.0;2;4;0;173834.66;0;294;normally_ads;0.0;1.0
15797;8;1.0;38.874466;21.663929;8.0;11;17.0;1993;0.219006;0;0;28;6746;3;1130.0;1;4;0;170851.19;0;142;normally_ads;0.0;1.0
5813;123;2.0;75.9398;36.334873;13.0;7;12.0;2009;0.0;0;0;6;2733;0;920.0;0;4;0;376746.44;1;32;few_ads;0.0;0.0
15343;23;3.0;66.03304;46.96048;1.0;9;12.0;1977;0.03465608;0;0;0;168;0;1406.0;0;0;0;130284.35;0;565;many_ads;1.0;0.0
8475;74;1.0;33.25001;21.663929;5.0;3;5.0;1966;0.371149;0;0;34;7065;1;750.0;2;5;0;111578.39;0;114;normally_ads;0.0;1.0
12944;113;1.0;40.870552;21.663929;8.0;11;17.0;1999;0.050755568;0;0;24;5469;1;145.0;0;1;0;202906.22;0;41;few_ads;0.0;0.0
3205;27;1.0;37.530396;34.58603;1.0;3;17.0;2015;0.011654127;0;0;4;915;0;262.0;0;0;0;96418.7;0;851;many_ads;1.0;0.0
233;18;1.0;40.48984;21.663929;7.0;5;15.0;2001;0.0;0;0;30;5562;0;3300.0;0;5;1;195089.17;0;51;few_ads;0.0;0.0
7556;145;2.0;55.950653;30.322067;8.0;11;17.0;1998;0.0;0;0;30;5562;0;1575.0;0;5;1;241056.05;1;19;few_ads;0.0;0.0
15114;13;1.0;40.78958;21.663929;8.0;7;17.0;1999;0.0907991;0;0;74;19083;2;1406.0;5;15;0;181058.0;1;97;normally_ads;0.0;1.0
2351;111;3.0;63.95277;42.569572;6.0;8;9.0;1968;0.13564979;0;0;46;7960;6;350.0;3;11;0;282595.06;0;49;few_ads;0.0;0.0
8915;69;2.0;80.126305;39.393345;11.0;15;24.0;2012;0.000991363;0;0;33;6783;3;620.0;1;9;0;308962.6;1;29;few_ads;0.0;0.0
4243;19;2.0;58.317005;34.33323;10.0;22;22.0;1995;0.000991363;0;0;33;6783;3;990.0;1;9;0;290669.16;1;31;few_ads;0.0;0.0
2309;6;2.0;61.547028;32.554848;1.0;9;17.0;2016;0.24320452;0;0;5;1564;0;540.0;0;0;0;173732.14;0;511;many_ads;1.0;0.0
15413;93;3.0;78.264534;41.655712;11.0;7;24.0;2012;0.050900057;0;0;43;10621;1;30.0;2;3;0;311756.2;1;73;normally_ads;0.0;1.0
5462;72;2.0;65.26826;39.318066;8.0;5;5.0;1963;0.21047324;0;0;11;2398;2;1994.0;3;0;0;252551.95;1;10;few_ads;0.0;0.0
13636;57;2.0;61.979954;35.31869;10.0;3;17.0;2002;0.13321534;0;0;49;11395;3;1406.0;3;4;1;248095.8;1;107;normally_ads;0.0;1.0
10598;113;1.0;36.86761;21.663929;6.0;1;9.0;1969;0.050755568;0;0;24;5469;1;145.0;0;1;0;156960.72;0;41;few_ads;0.0;0.0
4083;58;2.0;66.35729;47.821747;6.0;3;12.0;1977;0.43788525;0;0;23;5735;3;1084.0;0;5;0;152850.14;1;179;normally_ads;0.0;1.0
964;1;2.0;63.55523;32.554848;1.0;9;20.0;1977;0.007122317;0;0;1;264;0;645.0;0;1;0;204348.2;1;652;many_ads;1.0;0.0
8378;21;2.0;53.9659;31.079695;8.0;19;19.0;1995;0.034331497;0;0;25;5487;3;35.0;0;4;0;271788.0;1;165;normally_ads;0.0;1.0
15127;150;1.0;40.40659;21.663929;8.0;7;12.0;1982;0.30032253;0;0;52;10311;6;3855.0;1;9;0;74222.11;1;10;few_ads;0.0;0.0
7477;48;1.0;40.469223;20.422274;10.0;19;20.0;2017;0.041124634;0;0;46;9515;5;2620.0;1;10;0;240710.86;1;90;normally_ads;0.0;1.0
16653;23;3.0;76.126274;43.19454;10.0;10;17.0;2009;0.07577875;0;0;6;1437;3;1406.0;0;2;0;299563.84;0;565;many_ads;1.0;0.0
3739;120;3.0;98.114685;56.15119;12.0;15;17.0;2007;0.000699119;0;0;14;3369;24;4129.0;0;3;0;296586.16;1;26;few_ads;0.0;0.0
2510;27;1.0;38.73793;21.663929;8.0;14;14.0;2005;0.041116353;0;0;53;14892;4;262.0;1;4;0;182642.36;0;851;many_ads;1.0;0.0
8285;27;3.0;82.69673;54.062412;10.0;14;14.0;2018;0.072157584;0;0;2;629;1;262.0;0;0;1;240748.58;1;851;many_ads;1.0;0.0
1682;27;1.0;38.140865;21.663929;6.0;12;12.0;1977;0.011654127;0;0;4;915;0;262.0;0;0;0;116722.02;0;851;many_ads;1.0;0.0
3772;29;1.0;35.04218;21.663929;6.0;5;5.0;1961;0.040242765;0;0;25;3478;11;2729.0;3;1;0;162635.1;0;89;normally_ads;0.0;1.0
4874;28;2.0;45.16373;32.554848;5.0;3;5.0;1964;0.11853738;0;0;30;6207;1;1183.0;1;0;0;117729.445;0;79;normally_ads;0.0;1.0
9023;8;2.0;52.257915;32.63532;9.0;8;14.0;2006;0.09229064;0;0;21;4346;2;165.0;1;2;0;268419.7;1;142;normally_ads;0.0;1.0
